epoch,step,test_accuracy,test_loss,test_precision,training_accuracy,training_loss,training_precision,validation_accuracy,validation_loss,validation_precision
0,49,,,,0.6916667222976685,0.7375538945198059,0.6721428632736206,,,
0,99,,,,0.596666693687439,0.6530038714408875,0.5944444537162781,,,
0,149,,,,0.6642857789993286,0.9561047554016113,0.6430976390838623,,,
0,199,,,,0.8333333730697632,0.34511688351631165,0.8537036776542664,,,
0,249,,,,0.7833333611488342,0.47039294242858887,0.6875,,,
0,299,,,,0.8888888955116272,0.1173156276345253,0.9656084775924683,,,
0,349,,,,0.6166666746139526,0.8309935331344604,0.4888888895511627,,,
0,399,,,,0.6422799825668335,0.7395266890525818,0.6296296119689941,,,
0,449,,,,0.6259258985519409,0.6044121980667114,0.6404762268066406,,,
0,499,,,,0.7791666984558105,0.8094982504844666,0.735714316368103,,,
0,549,,,,0.659761905670166,1.2653385400772095,0.6516667008399963,,,
0,595,,,,,,,0.7702503800392151,0.7177168726921082,0.772614061832428
1,599,,,,0.9188889265060425,0.21661508083343506,0.8666667342185974,,,
1,649,,,,0.7923280000686646,0.4797411859035492,0.6666666865348816,,,
1,699,,,,0.6370370388031006,0.7855456471443176,0.6920635104179382,,,
1,749,,,,0.7592592239379883,0.730025589466095,0.7601852416992188,,,
1,799,,,,0.8250000476837158,0.5702871084213257,0.9114285707473755,,,
1,849,,,,0.8222222328186035,0.8373330235481262,0.7407407760620117,,,
1,899,,,,0.8518518209457397,0.2782364785671234,0.9285714626312256,,,
1,949,,,,0.6777777671813965,0.6457783579826355,0.699999988079071,,,
1,999,,,,0.6814285516738892,1.5327386856079102,0.625,,,
1,1049,,,,0.9000000357627869,0.554596483707428,0.949999988079071,,,
1,1099,,,,0.8833333253860474,0.3213033974170685,0.8999999761581421,,,
1,1149,,,,0.8797619342803955,0.5509802103042603,0.8533333539962769,,,
1,1191,,,,,,,0.7574653625488281,0.7400228977203369,0.7605867385864258
2,1199,,,,0.7266666889190674,1.3555368185043335,0.7066667079925537,,,
2,1249,,,,0.9126983880996704,0.4065198302268982,0.9333333969116211,,,
2,1299,,,,0.895061731338501,1.0463682413101196,0.7592592835426331,,,
2,1349,,,,0.7549999952316284,0.49857789278030396,0.7050000429153442,,,
2,1399,,,,0.9135802984237671,0.5858809947967529,0.8629629611968994,,,
2,1449,,,,0.7666666507720947,0.45125076174736023,0.8216666579246521,,,
2,1499,,,,0.7166666984558105,0.7817060947418213,0.75,,,
2,1549,,,,0.9303570985794067,0.3143145740032196,0.8714286088943481,,,
2,1599,,,,0.8071428537368774,0.5662518739700317,0.7966666221618652,,,
2,1649,,,,0.8812170028686523,0.36015695333480835,0.8203703165054321,,,
2,1699,,,,0.6555556058883667,1.409711480140686,0.5555555820465088,,,
2,1749,,,,0.5359788537025452,1.6250495910644531,0.5888888835906982,,,
2,1787,,,,,,,0.7916492223739624,0.6274394392967224,0.7955153584480286
3,1799,,,,0.8550000190734863,0.25965631008148193,0.8300000429153442,,,
3,1849,,,,0.7960227727890015,1.5411789417266846,0.7776785492897034,,,
3,1899,,,,0.6851851940155029,0.4510209858417511,0.729629635810852,,,
3,1949,,,,0.7766667008399963,0.4341958463191986,0.8083333969116211,,,
3,1999,,,,0.746666669845581,0.8607580065727234,0.7514286041259766,,,
3,2049,,,,0.7527778148651123,0.9638002514839172,0.6516666412353516,,,
3,2099,,,,0.75,0.46580660343170166,0.7549999952316284,,,
3,2149,,,,0.6166666746139526,0.9616481065750122,0.6166666746139526,,,
3,2199,,,,0.8238095045089722,0.18625885248184204,0.8041666746139526,,,
3,2249,,,,0.7333333492279053,0.7197087407112122,0.7300000190734863,,,
3,2299,,,,0.8148148059844971,0.7349286079406738,0.7777777910232544,,,
3,2349,,,,0.7685185074806213,0.7619792819023132,0.7645503282546997,,,
3,2383,,,,,,,0.8154839873313904,0.5669673681259155,0.8193767666816711
4,2399,,,,0.7474747896194458,0.5271176695823669,0.7129629850387573,,,
4,2449,,,,0.9057239294052124,0.3496979773044586,0.8629629611968994,,,
4,2499,,,,0.75,0.5903363227844238,0.8400000333786011,,,
4,2549,,,,0.9000000357627869,0.15920422971248627,0.9083333015441895,,,
4,2599,,,,0.8250000476837158,0.3174290359020233,0.8857142925262451,,,
4,2649,,,,0.7765432000160217,0.4150390326976776,0.7925926446914673,,,
4,2699,,,,0.721428632736206,0.603888988494873,0.800000011920929,,,
4,2749,,,,0.9034391641616821,0.3106802701950073,0.8148148059844971,,,
4,2799,,,,0.9629629850387573,0.1642731875181198,0.9444444179534912,,,
4,2849,,,,0.8350000381469727,0.21939992904663086,0.8166667222976685,,,
4,2899,,,,0.8799999952316284,0.5122514963150024,0.800000011920929,,,
4,2949,,,,0.8933333158493042,0.6326671838760376,0.9022222757339478,,,
4,2979,,,,,,,0.8080850839614868,0.5368746519088745,0.8096242547035217
5,2999,,,,0.8633333444595337,0.44126394391059875,0.8083333969116211,,,
5,3049,,,,0.9133332967758179,0.6015905141830444,0.9300000667572021,,,
5,3099,,,,0.8666666746139526,0.29209500551223755,0.9333332777023315,,,
5,3149,,,,0.8710227012634277,0.5667452216148376,0.8374999761581421,,,
5,3199,,,,0.8916666507720947,0.4290372133255005,0.9041666984558105,,,
5,3249,,,,0.75,0.905357301235199,0.7523809671401978,,,
5,3299,,,,0.6238889098167419,0.5962676405906677,0.638888955116272,,,
5,3349,,,,0.9479166269302368,0.14586426317691803,0.9404761791229248,,,
5,3399,,,,0.8425925970077515,0.404747873544693,0.8968254327774048,,,
5,3449,,,,0.8730158805847168,0.44826874136924744,0.8611111044883728,,,
5,3499,,,,0.9133332967758179,0.3003430962562561,0.9166666865348816,,,
5,3549,,,,0.7592592239379883,0.40384969115257263,0.8055555820465088,,,
5,3575,,,,,,,0.8166007995605469,0.48585352301597595,0.8180028200149536
6,3599,,,,0.8666666746139526,0.24259629845619202,0.8799999952316284,,,
6,3649,,,,0.6666666865348816,0.6448376178741455,0.746666669845581,,,
6,3699,,,,0.92166668176651,0.21405233442783356,0.9216667413711548,,,
6,3749,,,,0.8481481075286865,0.3338242173194885,0.8777778148651123,,,
6,3799,,,,0.8416666984558105,0.2452983856201172,0.8500000238418579,,,
6,3849,,,,0.90666663646698,0.3810844123363495,0.8708333373069763,,,
6,3899,,,,0.7599714994430542,0.4034876227378845,0.7870370149612427,,,
6,3949,,,,0.846666693687439,0.6167395114898682,0.84333336353302,,,
6,3999,,,,0.8222222328186035,0.8179742097854614,0.7547619342803955,,,
6,4049,,,,0.7370370626449585,0.5799170732498169,0.7222222089767456,,,
6,4099,,,,0.7453703880310059,0.7517989873886108,0.6592592597007751,,,
