epoch,step,test_accuracy,test_loss,test_precision,training_accuracy,training_loss,training_precision,validation_accuracy,validation_loss,validation_precision
0,49,,,,0.4750000238418579,30.067581176757812,0.3662499785423279,,,
0,99,,,,0.5039682388305664,35.986907958984375,0.5106837749481201,,,
0,149,,,,0.251748263835907,46.17021942138672,0.21900826692581177,,,
0,199,,,,0.3194444477558136,128.71311950683594,0.3561111092567444,,,
0,249,,,,0.4214285910129547,119.41943359375,0.4159091114997864,,,
0,299,,,,0.3283333480358124,124.955322265625,0.3298245668411255,,,
0,349,,,,0.22166667878627777,75.79766082763672,0.17666667699813843,,,
0,399,,,,0.3142856955528259,24.446239471435547,0.30613553524017334,,,
0,449,,,,0.3040935695171356,17.469907760620117,0.2300194948911667,,,
0,499,,,,0.2900000214576721,8.759027481079102,0.2909091114997864,,,
0,549,,,,0.18333333730697632,2.7491586208343506,0.24482759833335876,,,
0,599,,,,0.354938268661499,2.1523046493530273,0.35648149251937866,,,
0,649,,,,0.20370370149612427,5.3504157066345215,0.1805555671453476,,,
0,699,,,,0.1746031790971756,3.064530611038208,0.1666666716337204,,,
0,749,,,,0.20000000298023224,1.5509840250015259,0.1626984179019928,,,
0,799,,,,0.2222222238779068,1.8804939985275269,0.16129031777381897,,,
0,849,,,,0.22460317611694336,1.7992461919784546,0.2347826063632965,,,
0,899,,,,0.204365074634552,2.442817211151123,0.1614583283662796,,,
0,949,,,,0.1666666716337204,1.4795092344284058,0.2016129046678543,,,
0,999,,,,0.18518519401550293,1.5084655284881592,0.17407408356666565,,,
0,1026,,,,,,,0.21280387043952942,1.6155341863632202,0.1928143948316574
1,1049,,,,0.14107142388820648,4.437343597412109,0.1830357164144516,,,
1,1099,,,,0.1818181872367859,3.9880824089050293,0.09720279276371002,,,
1,1149,,,,0.16013072431087494,2.0076141357421875,0.17241379618644714,,,
1,1199,,,,0.4166666865348816,1.632879376411438,0.3935185372829437,,,
1,1249,,,,0.23636364936828613,1.834542989730835,0.2077922224998474,,,
1,1299,,,,0.1666666716337204,2.406137466430664,0.09425287693738937,,,
1,1349,,,,0.1733333170413971,1.9999955892562866,0.13461539149284363,,,
1,1399,,,,0.1596153825521469,2.0668299198150635,0.20897436141967773,,,
1,1449,,,,0.15833333134651184,3.0257155895233154,0.122307687997818,,,
1,1499,,,,0.20000000298023224,2.332517623901367,0.14642857015132904,,,
1,1549,,,,0.17777778208255768,1.74185049533844,0.15708813071250916,,,
1,1599,,,,0.1388888955116272,2.0638391971588135,0.14176245033740997,,,
1,1649,,,,0.3108866512775421,1.7347060441970825,0.2529100477695465,,,
1,1699,,,,0.14166666567325592,2.290355682373047,0.14074073731899261,,,
1,1749,,,,0.1899999976158142,1.576704740524292,0.24827586114406586,,,
1,1799,,,,0.13333334028720856,1.92719566822052,0.1505376398563385,,,
1,1849,,,,0.1785714328289032,2.2525734901428223,0.22380954027175903,,,
1,1899,,,,0.13333334028720856,1.7301236391067505,0.1483871042728424,,,
1,1949,,,,0.210317462682724,2.0377564430236816,0.2469135820865631,,,
1,1999,,,,0.2222222238779068,1.4626744985580444,0.1756272315979004,,,
1,2049,,,,0.32034632563591003,1.754709243774414,0.2835164964199066,,,
1,2053,,,,,,,0.1612854152917862,1.7104008197784424,0.1485479176044464
2,2099,,,,0.1458333283662796,1.619709849357605,0.1895161271095276,,,
2,2149,,,,0.15625,1.620337963104248,0.1854838728904724,,,
2,2199,,,,0.1428571492433548,1.829737663269043,0.0669642835855484,,,
2,2249,,,,0.1899999976158142,1.953395128250122,0.28214287757873535,,,
2,2299,,,,0.1607142835855484,1.8612542152404785,0.17083333432674408,,,
2,2349,,,,0.14814814925193787,1.8012738227844238,0.16129031777381897,,,
2,2399,,,,0.15555556118488312,3.104311227798462,0.08847736567258835,,,
2,2449,,,,0.1111111119389534,1.895864486694336,0.13225805759429932,,,
2,2499,,,,0.25,11.257264137268066,0.1854838728904724,,,
2,2549,,,,0.25,1.6968048810958862,0.3125,,,
2,2599,,,,0.18333333730697632,1.7652616500854492,0.2379310429096222,,,
2,2649,,,,0.125,1.880143404006958,0.1387096792459488,,,
2,2699,,,,0.15625,1.625775694847107,0.19354838132858276,,,
2,2749,,,,0.08999999612569809,2.2342000007629395,0.030000001192092896,,,
2,2799,,,,0.1666666716337204,1.655686616897583,0.15708813071250916,,,
2,2849,,,,0.18333333730697632,2.1232614517211914,0.24137932062149048,,,
2,2899,,,,0.3125,1.4092549085617065,0.3169642686843872,,,
2,2949,,,,0.09090909361839294,1.954612135887146,0.04105571657419205,,,
2,2999,,,,0.23333334922790527,4.527163028717041,0.3020833134651184,,,
2,3049,,,,0.10606060922145844,2.1660311222076416,0.11436950415372849,,,
2,3080,,,,,,,0.16341298818588257,1.7686463594436646,0.15067625045776367
3,3099,,,,0.15000000596046448,1.7043718099594116,0.15161290764808655,,,
3,3149,,,,0.1666666716337204,1.7390172481536865,0.16487455368041992,,,
3,3199,,,,0.22083333134651184,1.445496678352356,0.3214285671710968,,,
3,3249,,,,0.20000000298023224,1.6931856870651245,0.15333333611488342,,,
3,3299,,,,0.2222222238779068,1.7775853872299194,0.2777777910232544,,,
3,3349,,,,0.14000000059604645,1.7183579206466675,0.15000000596046448,,,
3,3399,,,,0.1607142835855484,1.8026129007339478,0.1767241358757019,,,
3,3449,,,,0.16233766078948975,3.5169870853424072,0.13846154510974884,,,
3,3499,,,,0.10000000149011612,1.8836818933486938,0.03750000149011612,,,
3,3549,,,,0.1666666716337204,1.5583124160766602,0.17037037014961243,,,
3,3599,,,,0.3125,1.3931710720062256,0.31481480598449707,,,
3,3649,,,,0.125,1.707379698753357,0.0625,,,
3,3699,,,,0.15000000596046448,1.8099604845046997,0.14193548262119293,,,
3,3749,,,,0.14000000059604645,2.5672144889831543,0.12999999523162842,,,
3,3799,,,,0.1428571492433548,1.7618463039398193,0.0580357126891613,,,
3,3849,,,,0.17142857611179352,1.7481144666671753,0.20276498794555664,,,
3,3899,,,,0.1358024775981903,2.134243965148926,0.13703703880310059,,,
3,3949,,,,0.17283950746059418,2.6916844844818115,0.1310541331768036,,,
3,3999,,,,0.17499999701976776,17.064533233642578,0.17916667461395264,,,
3,4049,,,,0.1875,1.72210693359375,0.23655915260314941,,,
3,4099,,,,0.10000000149011612,2.7071173191070557,0.04062499850988388,,,
3,4107,,,,,,,0.14208079874515533,1.7778619527816772,0.11818989366292953
