epoch,step,test_accuracy,test_loss,test_precision,training_accuracy,training_loss,training_precision,validation_accuracy,validation_loss,validation_precision
4,4149,,,,0.1111111119389534,1.60710608959198,0.0659722238779068,,,
4,4199,,,,0.1388888955116272,1.9076879024505615,0.1518518626689911,,,
4,4249,,,,0.14814814925193787,2.118415594100952,0.15325671434402466,,,
4,4299,,,,0.10000000149011612,1.8304119110107422,0.05161290243268013,,,
4,4349,,,,0.1111111119389534,1.9394140243530273,0.0451388880610466,,,
4,4399,,,,0.15625,1.6082775592803955,0.1854838728904724,,,
4,4449,,,,0.13636364042758942,2.3061301708221436,0.11143694818019867,,,
4,4499,,,,0.15000000596046448,2.2171852588653564,0.14919355511665344,,,
4,4549,,,,0.158730149269104,2.2769157886505127,0.1551724225282669,,,
4,4599,,,,0.19166667759418488,1.5865479707717896,0.3125,,,
4,4649,,,,0.20000000298023224,1.4591526985168457,0.2190476357936859,,,
4,4699,,,,0.1785714328289032,1.881982684135437,0.17241379618644714,,,
4,4749,,,,0.13333334028720856,1.9133920669555664,0.14193548262119293,,,
4,4799,,,,0.16249999403953552,1.6718926429748535,0.1767241358757019,,,
4,4849,,,,0.11666666716337204,4.023344993591309,0.13548387587070465,,,
4,4899,,,,0.13333334028720856,1.6166870594024658,0.1548387110233307,,,
4,4949,,,,0.1111111119389534,2.0601887702941895,0.0347222238779068,,,
4,4999,,,,0.12539681792259216,2.1047000885009766,0.10370370745658875,,,
4,5049,,,,0.125,1.8230220079421997,0.14193548262119293,,,
4,5099,,,,0.1428571492433548,2.0234291553497314,0.14074073731899261,,,
4,5134,,,,,,,0.14379332959651947,1.776076316833496,0.12519557774066925
5,5149,,,,0.20000000298023224,1.3127763271331787,0.2688172161579132,,,
5,5199,,,,0.11428571492433548,1.8155958652496338,0.14193548262119293,,,
5,5249,,,,0.09090909361839294,1.8932074308395386,0.04261363670229912,,,
5,5299,,,,0.1875,1.7473880052566528,0.18333333730697632,,,
5,5349,,,,0.1388888955116272,1.8431938886642456,0.1577060967683792,,,
5,5399,,,,0.15625,1.8208961486816406,0.18145161867141724,,,
5,5449,,,,0.1666666716337204,1.5951933860778809,0.17037037014961243,,,
5,5499,,,,0.1458333283662796,1.901371955871582,0.16935484111309052,,,
5,5549,,,,0.11363636702299118,2.043506622314453,0.12316715717315674,,,
5,5599,,,,0.09166666865348816,2.1141674518585205,0.03666666895151138,,,
5,5649,,,,0.1818181872367859,2.098484754562378,0.12316715717315674,,,
5,5699,,,,0.1111111119389534,1.67729914188385,0.0555555559694767,,,
5,5749,,,,0.20000000298023224,1.4805620908737183,0.1746031790971756,,,
5,5799,,,,0.2380952537059784,1.6462409496307373,0.20952382683753967,,,
5,5849,,,,0.1599999964237213,1.7430211305618286,0.14482758939266205,,,
5,5899,,,,0.1666666716337204,1.7527821063995361,0.1854838728904724,,,
5,5949,,,,0.10000000149011612,1.8240180015563965,0.05000000074505806,,,
5,5999,,,,0.1666666716337204,1.6866284608840942,0.16129031777381897,,,
5,6049,,,,0.18518519401550293,1.8869483470916748,0.14814814925193787,,,
5,6099,,,,0.1111111119389534,1.8405869007110596,0.0486111119389534,,,
5,6149,,,,0.14814814925193787,1.7545123100280762,0.16129031777381897,,,
5,6161,,,,,,,0.16242286562919617,1.7335044145584106,0.14545463025569916
6,6199,,,,0.12727272510528564,2.1522252559661865,0.0888192281126976,,,
6,6249,,,,0.2222222238779068,1.5827897787094116,0.25,,,
6,6299,,,,0.25,1.8555985689163208,0.17741934955120087,,,
6,6349,,,,0.2083333432674408,1.5565685033798218,0.19583332538604736,,,
6,6399,,,,0.1666666716337204,1.8490982055664062,0.1854838728904724,,,
6,6449,,,,0.2083333432674408,1.5020240545272827,0.1875,,,
6,6499,,,,0.15584415197372437,1.5345971584320068,0.1346801370382309,,,
6,6549,,,,0.1666666716337204,1.6754140853881836,0.16845878958702087,,,
6,6599,,,,0.1388888955116272,1.7582780122756958,0.16129031777381897,,,
6,6649,,,,0.14000000059604645,1.9430805444717407,0.1366666704416275,,,
6,6699,,,,0.2083333432674408,1.4379255771636963,0.1919642835855484,,,
6,6749,,,,0.2083333432674408,1.5070350170135498,0.19583332538604736,,,
6,6799,,,,0.25,1.8341119289398193,0.18145161867141724,,,
6,6849,,,,0.20000000298023224,1.571794867515564,0.2190476357936859,,,
6,6899,,,,0.1666666716337204,1.4719364643096924,0.15666666626930237,,,
6,6949,,,,0.24375000596046448,30.803647994995117,0.3035714328289032,,,
6,6999,,,,0.18518519401550293,1.4384952783584595,0.170634925365448,,,
6,7049,,,,0.24444445967674255,1.4533092975616455,0.27969348430633545,,,
6,7099,,,,0.1875,1.599467158317566,0.17916667461395264,,,
6,7149,,,,0.25,1.5512140989303589,0.21674877405166626,,,
6,7188,,,,,,,0.1816057711839676,1.6458805799484253,0.1565839797258377
7,7199,,,,0.2857142984867096,1.4723827838897705,0.3571428656578064,,,
7,7249,,,,0.12857143580913544,1.9187830686569214,0.13333334028720856,,,
7,7299,,,,0.15000000596046448,1.8882917165756226,0.1733870953321457,,,
7,7349,,,,0.15000000596046448,1.8155182600021362,0.1433333307504654,,,
7,7399,,,,0.17500001192092896,1.8131561279296875,0.14137931168079376,,,
7,7449,,,,0.25,1.8390568494796753,0.13936781883239746,,,
7,7499,,,,0.1458333283662796,1.8062868118286133,0.18145161867141724,,,
7,7549,,,,0.1587301641702652,1.7749431133270264,0.15708813071250916,,,
7,7599,,,,0.125,1.7980916500091553,0.0625,,,
7,7649,,,,0.13636364042758942,1.9297900199890137,0.11598746478557587,,,
7,7699,,,,0.20000000298023224,1.5184730291366577,0.14615385234355927,,,
7,7749,,,,0.15555556118488312,1.6488972902297974,0.17037037014961243,,,
7,7799,,,,0.2222222238779068,1.5897380113601685,0.16049382090568542,,,
7,7849,,,,0.15000000596046448,2.0607054233551025,0.13333334028720856,,,
7,7899,,,,0.2222222238779068,1.569117784500122,0.17037037014961243,,,
7,7949,,,,0.1666666716337204,1.4645648002624512,0.1756272315979004,,,
7,7999,,,,0.3333333432674408,1.5300040245056152,0.3103448152542114,,,
7,8049,,,,0.125,1.8556016683578491,0.046875,,,
7,8099,,,,0.25,1.3925328254699707,0.2817460298538208,,,
7,8149,,,,0.17777778208255768,1.468227505683899,0.17241379618644714,,,
7,8199,,,,0.1666666716337204,1.7911474704742432,0.13571429252624512,,,
7,8215,,,,,,,0.21031026542186737,1.5995075702667236,0.18262018263339996
8,8249,,,,0.2083333432674408,1.6862871646881104,0.1875,,,
8,8299,,,,0.2222222238779068,1.576401948928833,0.16858237981796265,,,
8,8349,,,,0.2492063343524933,23.405515670776367,0.23280423879623413,,,
8,8399,,,,0.3333333432674408,1.0854394435882568,0.38509318232536316,,,
8,8449,,,,0.17316018044948578,1.6167254447937012,0.21885523200035095,,,
8,8499,,,,0.18518519401550293,1.6272841691970825,0.16296297311782837,,,
8,8549,,,,0.3392857313156128,1.308685064315796,0.317307710647583,,,
8,8599,,,,0.13333334028720856,1.9732009172439575,0.14193548262119293,,,
8,8649,,,,0.15584415197372437,1.7525113821029663,0.12457913160324097,,,
8,8699,,,,0.190476194024086,1.6238694190979004,0.20952382683753967,,,
8,8749,,,,0.14814814925193787,1.8344457149505615,0.16129031777381897,,,
8,8799,,,,0.2083333432674408,1.7480626106262207,0.17916667461395264,,,
8,8849,,,,0.11785713583230972,7.716745853424072,0.1433333307504654,,,
8,8899,,,,0.2083333432674408,1.5796254873275757,0.19583332538604736,,,
8,8949,,,,0.2698412835597992,1.6480659246444702,0.2698412835597992,,,
8,8999,,,,0.1111111119389534,2.5125439167022705,0.0381944440305233,,,
8,9049,,,,0.20987653732299805,1.1889619827270508,0.17129629850387573,,,
8,9099,,,,0.2395833432674408,1.659944772720337,0.29741379618644714,,,
8,9149,,,,0.10000000149011612,1.6279157400131226,0.05624999850988388,,,
8,9199,,,,0.17777778208255768,1.658191204071045,0.16091954708099365,,,
8,9242,,,,,,,0.22776560485363007,1.50276780128479,0.22076009213924408
9,9249,,,,0.23148147761821747,1.6483051776885986,0.26923078298568726,,,
9,9299,,,,0.20000000298023224,1.4998271465301514,0.15172412991523743,,,
9,9349,,,,0.10000000149011612,1.9589308500289917,0.03750000149011612,,,
9,9399,,,,0.1818181872367859,1.7978801727294922,0.12424242496490479,,,
9,9449,,,,0.20000000298023224,1.6693854331970215,0.14482758939266205,,,
9,9499,,,,0.15000000596046448,1.9120676517486572,0.1433333307504654,,,
9,9549,,,,0.3333333432674408,1.4404492378234863,0.3142857253551483,,,
9,9599,,,,0.13333334028720856,1.7007038593292236,0.16129031777381897,,,
9,9649,,,,0.25,1.527569055557251,0.3055555522441864,,,
9,9699,,,,0.2222222238779068,1.426935076713562,0.17407408356666565,,,
9,9749,,,,0.1666666716337204,1.6318076848983765,0.16129031777381897,,,
9,9799,,,,0.24444445967674255,1.4135501384735107,0.2777777910232544,,,
9,9849,,,,0.25,1.6661806106567383,0.1830357164144516,,,
9,9899,,,,0.20000000298023224,1.4936270713806152,0.1551724076271057,,,
9,9949,,,,0.25,1.1265207529067993,0.21120689809322357,,,
9,9999,,,,0.20454546809196472,1.8020155429840088,0.2097902148962021,,,
9,10049,,,,0.2916666865348816,1.3438700437545776,0.2777777910232544,,,
9,10099,,,,0.31111112236976624,1.5140421390533447,0.27572017908096313,,,
9,10149,,,,0.20000000298023224,1.3480327129364014,0.19396552443504333,,,
9,10199,,,,0.2571428716182709,1.1742379665374756,0.23979592323303223,,,
9,10249,,,,0.18790850043296814,1.3968111276626587,0.1468254029750824,,,
9,10269,,,,,,,0.2447914332151413,1.4464702606201172,0.22475191950798035
10,10270,0.24025122821331024,1.460386872291565,0.2190026491880417,,,,,,
