epoch,step,test_accuracy,test_loss,test_precision,training_accuracy,training_loss,training_precision,validation_accuracy,validation_loss,validation_precision
15,9199,,,,0.7870370149612427,0.30680543184280396,0.7962963581085205,,,
15,9249,,,,0.7400000095367432,0.5855143666267395,0.6666666865348816,,,
15,9299,,,,0.800000011920929,0.255391389131546,0.7870370745658875,,,
15,9349,,,,0.9340277314186096,0.42715615034103394,0.9375,,,
15,9399,,,,0.984375,0.1633317619562149,0.9750000238418579,,,
15,9449,,,,0.9500000476837158,0.1385524868965149,0.9666666984558105,,,
15,9499,,,,0.9166666269302368,0.2593846917152405,0.9166666269302368,,,
15,9535,,,,,,,0.8288204669952393,0.4277382493019104,0.8349248170852661
16,9549,,,,0.9500000476837158,0.15423862636089325,0.985714316368103,,,
16,9599,,,,0.9047619104385376,0.21442945301532745,0.9297618865966797,,,
16,9649,,,,0.9444444179534912,0.19081710278987885,0.9285714626312256,,,
16,9699,,,,0.8123376965522766,0.5118867754936218,0.6916666626930237,,,
16,9749,,,,0.8500000238418579,0.3378722667694092,0.8690476417541504,,,
16,9799,,,,0.7804232835769653,0.3657177984714508,0.7460317611694336,,,
16,9849,,,,0.8333333134651184,0.2741525173187256,0.8703703284263611,,,
16,9899,,,,0.8703703880310059,0.5284861922264099,0.7370370626449585,,,
16,9949,,,,0.9629629850387573,0.14334450662136078,0.9629629850387573,,,
16,9999,,,,0.7277777791023254,0.4432271718978882,0.7740740776062012,,,
16,10049,,,,0.9750000238418579,0.09030983597040176,0.9750000238418579,,,
16,10099,,,,0.9099999666213989,0.28498196601867676,0.875,,,
16,10131,,,,,,,0.8268259167671204,0.41822072863578796,0.8251021504402161
17,10149,,,,0.9166666865348816,0.21198946237564087,0.9166667461395264,,,
17,10199,,,,0.8766666650772095,0.2967521846294403,0.8833333253860474,,,
17,10249,,,,0.9166666865348816,0.3717445731163025,0.9166666269302368,,,
17,10299,,,,0.75,0.494798868894577,0.7966666221618652,,,
17,10349,,,,0.9666666984558105,0.19992071390151978,0.971428632736206,,,
17,10399,,,,0.9149999618530273,0.4539525806903839,0.8833333253860474,,,
17,10449,,,,0.8148148059844971,0.4956281781196594,0.8333333730697632,,,
17,10499,,,,0.888888955116272,0.22104039788246155,0.8981481790542603,,,
17,10549,,,,0.8966666460037231,0.2421198934316635,0.875,,,
17,10599,,,,0.9437500238418579,0.16092656552791595,0.949999988079071,,,
17,10649,,,,0.8583333492279053,0.13955189287662506,0.8857142925262451,,,
17,10699,,,,0.8639456033706665,0.3570907413959503,0.8476191163063049,,,
17,10727,,,,,,,0.8323445320129395,0.4153929352760315,0.8309440612792969
18,10749,,,,0.940740704536438,0.1469457447528839,0.9444444179534912,,,
18,10799,,,,0.9571428298950195,0.42553114891052246,0.9049999713897705,,,
18,10849,,,,0.9259259700775146,0.15030549466609955,0.9166666269302368,,,
18,10899,,,,0.9333333969116211,0.211973637342453,0.9541666507720947,,,
18,10949,,,,0.9750000238418579,0.1296209692955017,0.9666666984558105,,,
18,10999,,,,0.9750000238418579,0.1674402803182602,0.9833333492279053,,,
18,11049,,,,0.8266667127609253,0.28978583216667175,0.8690476417541504,,,
18,11099,,,,0.9416667222976685,0.44463860988616943,0.8666666746139526,,,
18,11149,,,,0.8300000429153442,0.42851531505584717,0.8214285969734192,,,
18,11199,,,,0.8750000596046448,0.3059595823287964,0.8833333849906921,,,
18,11249,,,,0.8359788656234741,0.1983959823846817,0.8518518805503845,,,
18,11299,,,,0.949999988079071,0.18222077190876007,0.8999999761581421,,,
18,11323,,,,,,,0.8406192064285278,0.41307932138442993,0.8430649042129517
19,11349,,,,0.9300000071525574,0.3136937618255615,0.9600000381469727,,,
19,11399,,,,0.9318182468414307,0.3710384666919708,0.910714328289032,,,
19,11449,,,,0.8703703880310059,0.37183520197868347,0.8824074268341064,,,
19,11499,,,,0.8433333039283752,0.23272322118282318,0.8666666746139526,,,
19,11549,,,,0.9416667222976685,0.19080227613449097,0.9000000357627869,,,
19,11599,,,,0.8500000238418579,0.3083276152610779,0.8240740895271301,,,
19,11649,,,,1.0,0.0760473906993866,1.0,,,
19,11699,,,,0.8611111044883728,0.39919668436050415,0.8703703880310059,,,
19,11749,,,,0.8580247163772583,0.348448783159256,0.8915343880653381,,,
19,11799,,,,1.0,0.08157363533973694,1.0,,,
19,11849,,,,0.9777778387069702,0.1342458575963974,0.9333333373069763,,,
19,11899,,,,0.8682540059089661,0.4987979829311371,0.8481481671333313,,,
19,11919,,,,,,,0.8339328765869141,0.41114088892936707,0.831504225730896
20,11920,0.8429737687110901,0.38276392221450806,0.8483626246452332,,,,,,
